plz;stadt
18050;Hansestadt Rostock -Stadtverwaltung-
18051;Universität Rostock
18052;HUK-Coburg
18053;Deutsche Telekom AG Niederlassung Rostock
18060;Deutsche Post AG HR Service Germany
18101;Deutsche Post AG Niederlassung Rostock
18271;Stadtverwaltung Güstrow
18431;Deutsche Rentenversicherung Bund
18432;Agentur für Arbeit Stralsund
19020;Agentur für Arbeit Schwerin
19048;Finanzministerium M V
19049;Klinikum Schwerin
19050;Zeitungsverlag Schwerin GmbH & Co. KG
19051;Techniker Krankenkasse Servicezentrum Unfälle
19085;VSP Versand-Service Plate oHG
19101;Deutsche Post AG Niederlassung BRIEF Schwerin
19367;TicketOnline Sales & Service Center GmbH
23935;Arla Foods Deutschland GmbH Niederlassung Upahl
01053;Commerzbank AG
01054;Sächsische Landesbibliothek - Staats- und Universitätsbibliothek Dresden
01055;Dresdner Druck-u.Verlagshaus GmbH &Co.KG Unternehmensbereich Zeitungen
01056;Finanzamt Dresden - Nord
01057;HUK-Coburg
01058;AOK Sachsen - Die Gesundheitskasse
01059;Deutsche Telekom AG, GSUS
01060;Mitteldeutscher Rundfunk Landesfunkhaus Sachsen
01062;Technische Universität
01063;Deutsche Post AG HR Service Germany
01064;ENSO Energie Sachsen Ost AG
01065;DREWAG - Stadtwerke Dresden GmbH
01070;Deutsche Post AG HR Service Germany
01095;Ministerpräsident des Freistaates Sachsen
01213;Agentur für Arbeit Dresden
01255;R + V Versicherung Filialdirektion Dresden
01264;Finanzamt Dresden - Süd
01303;ZBI GmbH
01304;Universitätsklinikum Carl Gustav Carus der TU Dresden
01305;Ostsächsische Sparkasse Dresden
01332;Amazon FC WRO2
01333;Deutsche Post AG Niederlassung BRIEF Dresden
01585;Agentur für Arbeit Riesa
01730;Klinik Bavaria
01793;Agentur für Arbeit Pirna
02619;Agentur für Arbeit Bautzen
02620;Landratsamt Bautzen
02621;Finanzamt Bautzen
02643;Deutsche Post AG Briefzentrum Bautzen
04022;Sächsische Aufbaubank
04024;KEBA Gesellschaft für interne Services mbH
04056;Deutsche Post E-Post Solutions GmbH
04063;IKK classic Hauptverwaltung
04064;IKK classic Hauptverwaltung
04079;Deutsche Post AG, GB Vertrieb BRIEF GWK Direkt Marketing Center
04080;Universität Leipzig, Bereich Medizin
04081;Universität Leipzig
04082;KEBA Gesellschaft für interne Services mbH
04083;Deutsche Bank AG Airport Business Center Leipzig-Halle
04084;Allianz Versicherungs-AG Zweigniederlassung Leipzig
04086;Agentur für Arbeit Leipzig
04087;AOK PLUS - Die Gesundheitskasse für Sachsen und Thüringen
04088;Leipziger Verlags- und Druckereigesellschaft mbH & Co. KG
04089;Norisbank GmbH
04091;Industrie- u. Handelskammer zu Leipzig
04092;Stadt Leipzig Neues Rathaus
04095;Deutsche Telekom AG, T-Com, TI NL Mitte Ost
04097;HUK-Coburg
04150;Vet Med Labor GmbH Division of IDEXX Laboratories
04151;Deutsche Rentenversicherung Mitteldeutschland
04227;Mey & Edlich
04310;DAVASO GmbH
04311;DAVASO GmbH
04312;DAVASO GmbH
04350;BMW
04360;Mitteldeutscher Rundfunk Zentrale Leipzig
04365;ista Shared services GmbH
04370;Deutsche Post AG Niederlassung BRIEF Leipzig
04550;Landkreis Leipzig
04756;Agentur für Arbeit Oschatz
04855;Landratsamt Nordsachsen
08037;Agentur für Arbeit Zwickau
08048;GKN-Gelenkwellenwerk Mosel GmbH
08080;Deutsche Post AG Niederlassung BRIEF Zwickau
08081;Amazon FC PRG 2
08520;Agentur für Arbeit Plauen
09091;Agentur für Arbeit Chemnitz
09092;Familienkasse Sachsen
09093;Deutsche Post AG Briefzentrum Chemnitz
09094;HUK Coburg
09095;envia Mitteldeutsche Energie AG
09096;Deutsche Telekom AG Niederlassung Chemnitz
09097;Finanzamt Chemnitz-Mitte
09099;AOK - Die Gesundheitskasse
09100;Agentur für Arbeit Chemnitz
09103;Allianz Versicherungs-AG Filialdirektion Chemnitz
09105;Landesdirektion Sachsen
09106;Stadtverwaltung
09107;Technische Universität Chemnitz
09108;Bundesknappschaft
09109;Landesjustizkasse Chemnitz
09231;KOMSA AG
09450;Erzgebirgssparkasse
09453;Landratsamt Erzgebirgskreis
09454;Agentur für Arbeit Annaberg-Buchholz
09595;Agentur für Arbeit Freiberg
09596;Landratsamt Freiberg
09660;Agentur für Arbeit Hainichen
06073;Familienkasse Sachsen-Anhalt-Thüringen
06075;Mediengruppe Mitteldeutsche Zeitung GmbH & Co.KG
06076;envia Mitteldeutsche Energie AG Hauptdirektion Sachsen-Anhalt
06077;IHK Halle-Dessau
06089;Agentur für Arbeit Sachsen-Anhalt Süd
06090;Agentur für Arbeit Sachsen-Anhalt Süd
06091;BKK für Heilberufe
06092;Deutsche Rentenversicherung Mitteldeutschland
06094;AOK Sachsen - Anhalt
06095;Amtsgericht
06097;Universitätsklinikum Medizinische Fakultät der Martin-Luther-Universität
06098;Uni- u. Landesbibliothek Sachsen/Anhalt
06099;Martin-Luther-Universität Halle-Wittenberg
06100;Stadt Halle
06103;Finanzämter in Halle ( Saale)
06104;Druck- und Lederfarben Halle(Saale) GmbH
06105;Jobcenter Halle (Saale)
06106;Datenverarbeitungszentrum Halle GmbH
06144;Apotheke Zur Rose Offizin
06145;Deutsche Post AG NL Betrieb Leipzig Betrieb Halle
06146;HUK-Coburg
06147;Zur Rose Pharma Abt. VfG
06252;Douglas Holding AG
06291;Finanzamt Eisleben
06359;Landkreis Anhalt-Bitterfeld
06400;Salzlandkreis
06838;Agentur für Arbeit Sachsen-Anhalt Ost
06839;Agentur für Arbeit Sachsen-Anhalt Ost
38817;Agentur für Arbeit Sachsen-Anhalt West
38832;Pigge Druck + Service GmbH
38845;Ascopharm GmbH
39081;STARK Deutschland GmbH
39082;HUK-Coburg
39083;Amtsgericht
39084;AOK Sachsen-Anhalt
39085;Agentur für Arbeit Sachsen-Anhalt Nord
39087;Städtisches Klinikum Magdeburg
39088;Regierungspräsidium Sachsen-Anhalt
39091;Deutsche Versicherungs-AG
39092;IKK gesund plus
39093;Industrie- und Handelskammer
39094;Landtag von Sachsen-Anhalt
39097;Medizinische Fakultät der Otto-von-Guericke-Universität
39098;Stadtsparkasse Magdeburg
39099;Otto-von-Guericke-Universität
39148;Deutsche Post AG Rücksendezentrum Magdeburg
39149;Deutsche Post AG Nachsendezentrum Magdeburg
39157;Bundesagentur für Arbeit Zentrale Kindergeld-Service (ZKGS)
39178;E.ON Avacon AG
39258;Unfallkasse Sachsen-Anhalt
39400;Deutsche Post AG Niederlassung BRIEF Magdeburg
06553;Bußgeldstelle
07497;Deutsche Rentenversicherung Bund
07499;Deutsche Post AG Niederlassung BRIEF Gera
07541;Agentur für Arbeit Thüringen Ost
07543;Stadtverwaltung Gera
07584;Bitburger Brauerei Th. Simon GmbH
07737;Friedrich-Schiller-Universität
07738;Deutsches Patentamt Außenstelle Jena
07739;JENOPTIK AG
07740;Jenaer Glaswerk GmbH
98496;Agentur für Arbeit Thüringen Südwest
98497;Agentur für Arbeit Thüringen Südwest
98523;AOK PLUS - Die Gesundheitskasse für Sachsen und Thüringen
98610;Rhön-Rennsteig-Sparkasse Meiningen
99060;Zalando Logistics SE & Co. KG
99068;Agentur für Arbeit Thüringen Mitte
99073;OBI Bau- und Heimwerkermärkte GmbH & Co. Franchise Center KG Abt. REWE/ZRP Erfurt
99075;Deutsche Post, Geschäftsbereich Vertrieb Direkt Marketing Center
99077;Commerzbank AG Erfurt
99078;Mobilcom Cityline GmbH
99079;N.L. Chrestensen Erfurter Samen- und Pflanzenzucht GmbH
99080;MCS GmbH Media & Communication Systeme
99081;Deutsche Telekom AG Direktion Erfurt
99111;Stadtverwaltung Erfurt Abteilung Zentrale Dienste
99112;HUK-Coburg
99113;Bundesarbeitsgericht
99114;Deutsche Post AG Niederlassung BRIEF Erfurt
99115;Deutsche Post Immobilienentwicklung GmbH
99116;Vodafone Customer Care GmbH
99117;Deutsche Rentenversicherung Erfurt
99420;Staatliche Lotterie-Einnahme Harry Neugebauer
99421;Amtsgericht Weimar
99437;Zentralklinik Bad Berka GmbH
99738;Agentur für Arbeit Thüringen Nord
99815;Deutsche Post AG Filialbezirksleitung
99878;BSPayone GmbH
99893;Citicorp Kartenservice GmbH
10026;N26 AG
10082;Deutsche Post AG RBZ Berlin EPOS-FI
10083;Deutsche Post AG Regionales Buchhaltungszentrum
10086;Job-Center Berlin Mitte
10096;Berliner Verkehrsbetriebe (BVG) Anstalt des öffentlichen Rechts
10098;Uni Klinikum Charite Medizinische Fakultät der Humboldt-Universität
10099;Humboldt-Universität
10102;Staatsbibliothek zu Berlin Preußischer Kulturbesitz
10103;TOTAL Deutschland GmbH
10104;Germany Trade & Invest Gesellschaft für Außenwirtschaft
10105;Adam Opel GmbH
10106;St. Hedwigskrankenhaus
10107;Bundesrechnungshof -Außenstelle Berlin-
10108;Naturschutzbund Deutschland e.V. Bundesgeschäftsstelle
10109;Deutsche Aussenhandelsbank AG
10112;ver.di Bundesverwaltung
10150;Berliner Feuerwehr
10169;Deutscher Mieterbund e.V.
10173;Alex-Hausverwaltung GmbH
10306;Amt für Statistik Berlin-Brandenburg
10313;Fachhochschule für Technik und Wirtschaft Berlin
10356;Jobcenter Geschäftsstelle Lichtenberg
10358;Finanzamt Lichtenberg/Hohenschönhausen
10360;Bezirksamt Lichtenberg von Berlin
10361;Bundesverwaltungsamt Außenstelle Berlin- Lichtenberg
10362;Finanzamt für Körperschaften II und IV
10400;Bezirksamt Prenzlauer Berg von Berlin
10431;Finanzamt Pankow/Weißensee
10546;VHV Vereinigte Hannoversche Versicherung a.G.
10547;AVM
10548;Deutsche Post AG Filiale Berlin 21
10617;R+V Versicherung
10702;Landesverwaltungsamt Berlin
10703;NÜRNBERGER Lebensversicherung AG
10704;Deutsche Rentenversicherung Bund
10705;ZBI GmbH
10768;Volksfürsorge Schadenzentrum
10772;DeGeWo
10773;IKK Brandenburg und Berlin
10774;Linklaters LLP Rechtsanwälte Notare Steuerberater
10819;Deutschlandradio Kultur
10820;Senatsverwaltung für Wirtschaft Technologie und Frauen
10842;Allianz Baufinanzierung
10850;Allianz Lebensversicherungs-AG
10859;Agentur für Arbeit Berlin Mitte
10860;Amtsgericht Tempelhof-Kreuzberg -Familiengericht-
10861;Amtsgericht Schöneberg
10862;Amtsgericht Charlottenburg
10863;Amtsgericht Tiergarten
10864;Berliner Wasserbetriebe Anstalt des Öffentlichen Rechts
10865;Stiftung Humanitäre Hilfe für durch Blutprodukte HIV-infizierte Personen
10867;Axel Springer SE
10868;Zentrale Zulagenstelle für Altersvermögen der BfA
10871;Stromnetz Berlin GmbH
10872;Toll Collect GmbH Fachbereich Kontrolle
10873;Deutscher Hotel u. Gaststättenverband eV (DEHOGA Bundesverband)
10874;Zentrales Testamentsregister
10876;Zitty Verlag
10877;Commerzbank AG
10878;Daimler AG Mercedes Benz Vertriebsorganisation Deutschland
10880;DB Mobility Logistics AG Service Center Personal, Fachcenter Fahrvergünstigung
10881;Deutsche Post AG Niederlassung BRIEF Berlin Zentrum
10882;TÜV Rheinland Group
10883;Deutsche Bank Berlin AG
10884;Sparda Bank Berlin
10885;TeleColumbus Gruppe Logistikzentrum
10886;Lloyds Bank GmbH
10887;ZDF Hauptstadtstudio Berlin
10888;Axel Springer SE
10889;Landesbank Berlin
10890;Deutsche Bank AG
10891;Commerzbank AG
10892;Berliner Volksbank eG
10893;Weberbank Actiengesellschaft
10896;UniCredit Bank AG
10899;BASF Services Europe GmbH
10901;Daimler AG, NL Berlin
10902;Walter De Gruyter Verlag & Co.
10903;DKV AG
10904;Deutsche Post AG Nachbuchung Post Service
10905;Deutsche Post AG SNL Filialen Sachgebiet Fulfilment Clearingstelle
10907;Konrad-Adenauer-Stiftung
10912;OVAG
10913;Feuersozietät Berlin Brandenburg Versicherung AG
10914;HUK-Coburg
10916;Postbank Niederlassung Berlin
10917;Bundesdruckerei GmbH
10918;Bundesdruckerei GmbH
10919;Deutsche Kreditbank AG
10934;Berliner Wochenblatt Verlag GmbH
10956;Agentur f. Arbeit Berlin Mitte
10958;Der Polizeipräsident Berlin Direktion 5
10959;Amtsgericht Tempelhof-Kreuzberg -Familiengericht-
11010;Bundespräsidialamt
11013;Auswärtiges Amt
11014;Bundesministerium des Innern und für Heimat
11017;Bundesministerium für Arbeit und Soziales
11052;Deutscher Industrie und Handelskammertag DIHK
11053;Industrie-Pensions-Verein e.V.
11054;Bundesvereinigung der Deutschen Arbeitgeberverbände
11055;Bundesverwaltungsamt
11056;Vertretung des Landes Mecklenburg-Vorpommern beim Bund
11501;Zalando SE
11503;Deutsche Post AG Finance & HR Operations Deutschland
11504;Deutsche Post AG Service Center National SG 1216 Abrechnung Pressepost
11505;Deutsche Post AG NL Paket Berlin
11506;GEMA - Bezirksdirektion
11507;uni-assist e.V.
11508;Deutsche Post AG Sonderstempelstelle
11509;Berliner Verlag GmbH
11510;Universal Music Entertainment GmbH
11511;Vattenfall GmbH
11513;Bundesamt für die Sicherheit der nuklearen Entsorgung
11515;Allianz Versicherungs - AG Zweigniederlassung Berlin
11516;AMN Data Solutions GmbH
12028;Jobcenter Neukölln
12032;Senatsverwaltung für Finanzen Steuerabteilung
12037;Finanzamt Neukölln Nord
12038;Amtsgericht Neukölln
12039;Agentur für Arbeit Berlin Süd
12040;Bezirksamt Neukölln
12095;Deutsche Postbank AG Belegarchiv Frankfurt
12096;Alcatel -Lucent Deutschland AG
12154;Galeria Karstadt Kaufhof GmbH
12200;FU Berlin Fachbereich Humanmedizin Universitätsklinikum Benjamin Franklin
12274;CEGELEC AEG Anlagen und Antriebssysteme GmbH
12345;Linde GmbH Gases Division
12485;Berlin-Chemie-AG
12552;DRK Kliniken Köpenick
12616;Deutsche Reichsbahn Reichsbahndirektion Berlin Hauptabteilung D
12670;Deutsche Versicherungs - AG KD Berlin
12671;Bezirksamt Marzahn von Berlin
12677;Gewerbekomplex
13047;Deutsche Asphalt Berlin GmbH Niederlassung Berlin
13048;KSA Kommunaler Schadenausgleich
13122;MDC Max-Delbrück-Centrum für molekulare Medizin
13340;Frölich & Kaufmann Verlag und Versand GmbH
13341;Bezirksamt Mitte von Berlin
13342;Bayer Pharma AG
13343;Zentrales Mahngericht
13344;Universitätsklinikum Rudolf Virchow Standort Charlottenburg
13400;Bundesarchiv
13496;Deutsche Post AG NL Rentenservice Berlin
13497;Deutsche Post AG NL Rentenservice Berlin
13498;lekker Energie GmbH
13499;Deutsche Telekom AG Group Supply Services
13500;Humboldt-Krankenhaus
13565;KBA-Berlin GmbH
13578;IMS Internationaler Medienservice
13619;Mail Box Direkt-Marketing Service GmbH
13622;Siemens AG
13623;Siemens AG
13624;Siemens AG Berliner Büro der Leitung
13625;Elektron Berlin GmbH
14045;Agentur für Arbeit Berlin Nord
14046;Rundfunk Berlin-Brandenburg
14047;Deutsche Rentenversicherung Berlin
14107;Helmholtz-Zentrum Berlin für Materialien und Energie GmbH
14160;Ford Werke AG
14191;Deutsches Institut für Wirtschaftsforschung
14328;Cornelsen Verlag GmbH & Co.
14457;Deutsche Post AG Direkt Marketing Center Potsdam
15227;Bundesverwaltungsamt
17240;Zalando SE
60647;Servicecenter Fahrgastrechte
96035;AMN Data Solutions GmbH
96076;GEMA Geschäftsstelle Berlin
01945;Guteborn
01968;Senftenberg
01979;Lauchhammer
01983;Neu-Seeland
01987;Schwarzheide
01990;Großkmehlen
01993;Schipkau
01994;Schipkau
01996;Hosena
01998;Schipkau
03042;Cottbus
03044;Cottbus
03046;Cottbus
03048;Cottbus
03050;Cottbus
03051;Cottbus
03052;Cottbus
03053;Cottbus
03054;Cottbus
03055;Cottbus
03058;Gablenz
03096;Guhrow
03099;Kolkwitz
03103;Neu-Seeland
03116;Drebkau
03119;Welzow
03130;Bagenz
03139;Terpe
03149;Groß Schacksdorf-Simmersdorf
03159;Neiße-Malxetal
03172;Atterwasch
03185;Turnow-Preilack
03197;Jänschwalde
03202;Luckow-Petershagen
03205;Groß-Mehßow
03222;Kittlitz
03226;Raddusch
03229;Altdöbern
03238;Gröbitz
03246;Babben
03249;Kleinkrausnik
03253;Werenzhain
04895;Falkenberg/Elster
04910;Haida
04916;Stolzenhain
04924;Bad Liebenwerda
04928;Kahla
04931;Mühlberg (Elbe)
04932;Merzdorf
04934;Dreska
04936;Körba
04938;Uebigau-Wahrenbrück
12529;Schönefeld
14467;Potsdam
14469;Potsdam
14471;Potsdam
14473;Potsdam
14476;Uetz-Paaren
14478;Potsdam
14480;Potsdam
14482;Potsdam
14513;Teltow
14532;Fahlhorst
14542;Schwielowsee
14547;Stücken
14548;Schwielowsee
14550;Bochow
14552;Wildenbruch
14554;Seddiner See
14557;Langerwisch
14558;Bergholz-Rehbrücke
14612;Falkensee
14621;Schönwalde
14624;Dallgow-Döberitz
14627;Elstal
14641;Bergerdamm
14656;Brieselang
14662;Friesack
14669;Ketzin
14712;Rathenow
14715;Kotzen
14727;Premnitz
14728;Gollenberg
14770;Brandenburg an der Havel
14772;Brandenburg an der Havel
14774;Brandenburg an der Havel
14776;Brandenburg an der Havel
14778;Götz
14789;Wusterwitz
14793;Rottstock
14797;Kloster Lehnin
14798;Havelsee
14806;Schwanebeck
14822;Linthe
14823;Niemegk
14827;Wiesenburg
14828;Görzke
14913;Wahlsdorf
14929;Treuenbrietzen
14943;Luckenwalde
14947;Nuthe-Urstromtal
14959;Schönhagen
14974;Ludwigsfelde
14979;Großbeeren
15230;Frankfurt (Oder)
15232;Frankfurt (Oder)
15234;Frankfurt (Oder)
15236;Jacobsdorf Jacobsdorf
15295;Ziltendorf
15299;Grunow-Dammendorf Grunow
15306;Lindendorf Neu Mahlisch
15320;Sietzing
15324;Letschin
15326;Fichtenhöhe Carzig
15328;Golzow
15344;Strausberg
15345;Lichtenow
15366;Neuenhagen bei Berlin
15370;Fredersdorf-Vogelsdorf
15372;Müncheberg
15374;Müncheberg
15377;Oberbarnim
15378;Hennickendorf
15517;Fürstenwalde/Spree
15518;Briesen (Mark)
15526;Bad Saarow Petersdorf
15528;Spreenhagen Braunsdorf
15537;Gosen
15562;Rüdersdorf bei Berlin
15566;Schöneiche bei Berlin
15569;Woltersdorf
15711;Schenkendorf
15712;Zernsdorf
15713;Wernsdorf
15732;Waltersdorf
15738;Zeuthen
15741;Motzen
15745;Wildau
15746;Groß Köris
15748;Münchehofe
15749;Ragow
15752;Streganz
15754;Dolgenbrodt
15755;Schwerin
15757;Freidorf
15806;Mellensee
15827;Dahlewitz
15831;Groß Kienitz
15834;Rangsdorf
15837;Baruth/Mark
15838;Kummersdorf-Gut
15848;Speichrow
15859;Storkow (Mark) Limsdorf
15864;Diensdorf-Radlow
15868;Lieberose
15890;Schlaubetal Kieselwitz
15898;Neuzelle Möbiskruge
15907;Lübben (Spreewald)
15910;Pretschen
15913;Lamsfeld-Groß Liebitz
15926;Walddrehna
15936;Steinreich
15938;Steinreich Sellendorf
16225;Eberswalde
16227;Eberswalde
16230;Melchow
16244;Altenhof
16247;Ziethen
16248;Oderberg
16259;Altglietzen
16269;Bliesdorf Bliesdorf
16278;Mark Landin
16303;Schwedt/Oder
16306;Biesendahlshof
16307;Tantow
16321;Bernau
16341;Zepernick
16348;Zerpenschleuse
16352;Schönerlinde
16356;Ahrensfelde
16359;Biesenthal
16515;Zehlendorf
16540;Hohen Neuendorf
16547;Birkenwerder
16548;Glienicke/Nordbahn
16552;Schildow
16556;Borgsdorf
16559;Kreuzbruch
16562;Bergfelde
16565;Lehnitz
16567;Mühlenbeck
16727;Velten
16761;Hennigsdorf
16766;Oberkrämer
16767;Leegebruch
16775;Zabelsdorf
16792;Wesendorf
16798;Fürstenberg/Havel
16816;Neuruppin
16818;Basdorf
16827;Alt Ruppin
16831;Rheinsberg Schwanow
16833;Fehrbellin Lentzke
16835;Rheinsberg Dierberg
16837;Wittstock/Dosse Zempow
16845;Temnitztal Garz
16866;Dannenwalde
16868;Wusterhausen (Dosse)
16909;Wittstock/Dosse Dranse
16918;Wittstock/Dosse Freyenstein
16921;Alt Krüssow
16928;Heiligengrabe Blumenthal
16945;Meyenburg
16949;Putlitz
17268;Templin
17279;Lychen
17291;Schönfeld
17326;Brüssow
17337;Uckerland
19309;Wootz
19322;Rühstädt
19336;Legde/Quitzöbel
19339;Glöwen
19348;Wolfshagen
19357;Mankmuß
10115;Berlin
10117;Berlin
10119;Berlin
10178;Berlin
10179;Berlin
10243;Berlin Friedrichshain
10245;Berlin Friedrichshain
10247;Berlin Friedrichshain
10249;Berlin Friedrichshain
10315;Berlin
10317;Berlin
10318;Berlin
10319;Berlin
10365;Berlin
10367;Berlin
10369;Berlin
10405;Berlin
10407;Berlin
10409;Berlin
10435;Berlin
10437;Berlin
10439;Berlin
10551;Berlin
10553;Berlin
10555;Berlin
10557;Berlin
10559;Berlin
10585;Berlin
10587;Berlin
10589;Berlin
10623;Berlin
10625;Berlin
10627;Berlin
10629;Berlin
10707;Berlin
10709;Berlin
10711;Berlin
10713;Berlin
10715;Berlin
10717;Berlin
10719;Berlin
10777;Berlin
10779;Berlin
10781;Berlin
10783;Berlin
10785;Berlin
10787;Berlin
10789;Berlin
10823;Berlin
10825;Berlin
10827;Berlin
10829;Berlin
10961;Berlin Kreuzberg
10963;Berlin Kreuzberg
10965;Berlin Kreuzberg
10967;Berlin Kreuzberg
10969;Berlin Kreuzberg
10997;Berlin Kreuzberg
10999;Berlin Kreuzberg
11011;Berlin
12043;Berlin
12045;Berlin
12047;Berlin
12049;Berlin
12051;Berlin
12053;Berlin
12055;Berlin
12057;Berlin
12059;Berlin
12099;Berlin
12101;Berlin
12103;Berlin
12105;Berlin
12107;Berlin
12109;Berlin
12157;Berlin
12159;Berlin
12161;Berlin
12163;Berlin
12165;Berlin
12167;Berlin
12169;Berlin
12203;Berlin
12205;Berlin
12207;Berlin
12209;Berlin
12247;Berlin
12249;Berlin
12277;Berlin
12279;Berlin
12305;Berlin
12307;Berlin
12309;Berlin
12347;Berlin
12349;Berlin
12351;Berlin
12353;Berlin
12355;Berlin
12357;Berlin
12359;Berlin
12435;Berlin
12437;Berlin
12439;Berlin
12459;Berlin
12487;Berlin
12489;Berlin
12524;Berlin
12526;Berlin
12527;Berlin
12555;Berlin
12557;Berlin
12559;Berlin
12587;Berlin
12589;Berlin
12619;Berlin
12621;Berlin
12623;Berlin
12627;Berlin
12629;Berlin
12679;Berlin
12681;Berlin
12683;Berlin
12685;Berlin
12687;Berlin
12689;Berlin
13051;Berlin
13053;Berlin
13055;Berlin
13057;Berlin
13059;Berlin
13086;Berlin
13088;Berlin
13089;Berlin
13125;Berlin
13127;Berlin
13129;Berlin
13156;Berlin
13158;Berlin
13159;Berlin
13187;Berlin
13189;Berlin
13347;Berlin
13349;Berlin
13351;Berlin
13353;Berlin
13355;Berlin
13357;Berlin
13359;Berlin
13403;Berlin
13405;Berlin
13407;Berlin
13409;Berlin
13435;Berlin
13437;Berlin
13439;Berlin
13465;Berlin
13467;Berlin
13469;Berlin
13503;Berlin
